city,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Ashville,9988028,25689918,28732,35.43400568,-82.52514429,Private room,40,1,10,4/12/2016,2.7,1,83
Ashville,5382711,15492395,28732,35.43787687,-82.45469895,Private room,49,1,2,11/1/2015,0.31,3,319
Ashville,6001883,10592931,28732,35.429399,-82.5108621,Private room,60,1,36,3/26/2016,2.93,1,358
Ashville,8592142,45217605,28732,35.44002376,-82.52258296,Entire home/apt,75,1,11,2/27/2016,1.76,1,55
Ashville,7901875,41665227,28732,35.46840776,-82.4716178,Private room,75,2,5,4/1/2016,0.61,1,362
Ashville,3738456,19111238,28732,35.43717484,-82.4623203,Private room,75,3,5,3/8/2016,0.45,1,365
Ashville,6079982,3572350,28732,35.42342431,-82.47322395,Entire home/apt,86,1,30,4/12/2016,2.69,1,305
Ashville,11824960,13713930,28732,35.44067931,-82.52874577,Private room,95,1,1,4/9/2016,1,1,361
Ashville,8453543,9927804,28732,35.48736394,-82.44012887,Entire home/apt,100,2,9,3/30/2016,1.27,1,57
Ashville,2810539,8752490,28732,35.48721384,-82.41730445,Private room,105,1,4,8/10/2015,0.18,1,365
Ashville,5635638,22017512,28732,35.45567693,-82.47238548,Entire home/apt,125,2,15,4/10/2016,1.19,1,365
Ashville,714699,3680761,28732,35.47197528,-82.42802273,Entire home/apt,134,2,14,1/26/2016,0.33,1,302
Ashville,3331316,15646437,28732,35.40863703,-82.56754143,Entire home/apt,140,2,81,4/18/2016,3.96,1,217
Ashville,4846733,24938934,28732,35.44559699,-82.46756025,Entire home/apt,220,2,8,4/6/2016,0.66,1,236
Ashville,3757445,4687498,28732,35.40770177,-82.49648914,Entire home/apt,225,2,1,11/2/2015,0.17,1,253
Ashville,6248655,28002273,28801,35.60301726,-82.54528787,Private room,23,1,23,4/22/2016,2.12,2,324
Ashville,8782463,11246730,28801,35.60653967,-82.54343442,Private room,39,1,28,4/14/2016,4.44,1,281
Ashville,6145162,7625694,28801,35.59057698,-82.55013556,Private room,45,2,37,4/17/2016,3.14,5,64
Ashville,10099509,51827781,28801,35.61119586,-82.55819657,Shared room,48,2,6,4/17/2016,3.91,1,22
Ashville,8304698,43785888,28801,35.6075409,-82.56299756,Entire home/apt,49,1,27,4/16/2016,4.18,1,135
Ashville,695196,3552264,28801,35.58037493,-82.5578006,Private room,49,1,410,4/11/2016,9.45,1,292
Ashville,8654108,5686055,28801,35.58635223,-82.55013541,Private room,50,1,34,4/18/2016,5.15,2,82
Ashville,6148442,2208876,28801,35.59130277,-82.55293969,Private room,50,2,22,4/3/2016,1.84,9,149
Ashville,6305325,2208876,28801,35.59131499,-82.55429767,Private room,50,2,11,3/26/2016,1.06,9,159
Ashville,6571452,2208876,28801,35.59214133,-82.55467477,Private room,50,2,30,4/8/2016,2.75,9,163
Ashville,6576184,2208876,28801,35.59158276,-82.55440432,Private room,50,2,16,2/20/2016,1.58,9,166
Ashville,6317859,2208876,28801,35.59243331,-82.55457952,Private room,50,2,15,10/22/2015,1.34,9,170
Ashville,6303415,2208876,28801,35.59299676,-82.55441157,Private room,54,2,24,3/20/2016,2.07,9,139
Ashville,7148635,2208876,28801,35.59259507,-82.55264417,Private room,54,2,19,3/25/2016,2.13,9,143
Ashville,6135386,2208876,28801,35.59296468,-82.55264143,Private room,54,2,26,3/17/2016,2.22,9,152
Ashville,11082196,50979208,28801,35.57485041,-82.55932437,Private room,59,1,7,4/17/2016,5.53,1,26
Ashville,1827412,7625694,28801,35.59223633,-82.55119913,Private room,59,2,138,4/10/2016,5.11,5,321
Ashville,4449084,9595908,28801,35.60717603,-82.56061208,Private room,60,1,20,8/7/2015,1.41,1,0
Ashville,5685113,29468279,28801,35.59654855,-82.56987821,Private room,60,1,26,4/10/2016,1.95,2,52
Ashville,1702227,5199086,28801,35.58264683,-82.54900402,Private room,60,1,76,4/12/2016,2.44,2,340
Ashville,10366140,10216494,28801,35.60857323,-82.55839516,Private room,60,1,3,4/10/2016,3,2,342
Ashville,9450094,10216494,28801,35.60488022,-82.56058579,Private room,60,1,26,4/18/2016,5.13,2,350
Ashville,2295996,7535860,28801,35.60206513,-82.55885412,Private room,62,1,167,4/4/2016,6.36,3,278
Ashville,2222067,11336944,28801,35.58224763,-82.5581363,Private room,65,2,9,4/4/2016,4.03,1,156
Ashville,4183263,21702976,28801,35.60363133,-82.55171803,Private room,65,2,118,4/12/2016,6.36,2,172
Ashville,4191204,21702976,28801,35.6044961,-82.55212892,Private room,65,2,163,4/17/2016,8.7,2,183
Ashville,2411109,7535860,28801,35.6004791,-82.55759304,Private room,66,1,227,4/6/2016,8.98,3,296
Ashville,2296152,7535860,28801,35.60402536,-82.56100725,Private room,66,1,273,4/17/2016,10.3,3,316
Ashville,6399802,7625694,28801,35.59084954,-82.5496978,Private room,69,2,70,4/13/2016,6.21,5,317
Ashville,1415137,7625694,28801,35.5922331,-82.55013936,Private room,69,2,150,4/16/2016,4.5,5,326
Ashville,4917118,19257625,28801,35.60774675,-82.55990161,Private room,70,1,56,4/10/2016,3.64,1,322
Ashville,2541399,12545609,28801,35.60929827,-82.54799332,Private room,70,2,21,4/5/2016,0.87,1,75
Ashville,1373040,7308139,28801,35.59223089,-82.54798085,Private room,74,1,140,4/14/2016,4.17,1,76
Ashville,8209645,5686055,28801,35.58666668,-82.54907327,Private room,75,1,54,4/17/2016,7.33,2,75
Ashville,4921557,10563672,28801,35.58592406,-82.55128066,Private room,75,2,49,4/6/2016,3.41,2,104
Ashville,6818139,7625694,28801,35.59132487,-82.55100554,Private room,77,1,69,4/17/2016,6.72,5,143
Ashville,2847157,12866312,28801,35.5822976,-82.55772968,Private room,77,1,97,4/7/2016,4.17,2,339
Ashville,11369603,59583579,28801,35.59921457,-82.55593407,Private room,77,1,7,4/10/2016,3.75,1,355
Ashville,3945733,20447538,28801,35.6105263,-82.55581677,Entire home/apt,79,1,122,4/17/2016,6.47,2,306
Ashville,4276630,22201910,28801,35.606096,-82.5660118,Private room,79,1,4,4/17/2016,4,2,357
Ashville,9363548,20578434,28801,35.5893292,-82.54453839,Private room,80,2,17,4/17/2016,4.55,2,103
Ashville,10360188,1137761,28801,35.6012292,-82.55608432,Private room,85,1,5,4/5/2016,1.55,1,73
Ashville,8634354,45401193,28801,35.59686069,-82.56654157,Private room,85,1,23,4/17/2016,3.52,1,334
Ashville,12186372,22215473,28801,35.59129378,-82.56341411,Entire home/apt,85,1,3,4/17/2016,3,1,337
Ashville,2064636,10563672,28801,35.58897377,-82.54868964,Private room,85,2,38,4/15/2016,3.25,2,120
Ashville,1586906,5601328,28801,35.60822867,-82.56212018,Private room,85,2,37,4/19/2016,1.19,1,299
Ashville,2092563,1666202,28801,35.60188618,-82.56173088,Entire home/apt,85,3,85,3/29/2016,3.02,1,17
Ashville,4394761,20447538,28801,35.61243529,-82.55723745,Entire home/apt,86,1,44,3/13/2016,3.41,2,309
Ashville,5262825,27244058,28801,35.60503269,-82.54633738,Entire home/apt,88,1,104,4/13/2016,8.23,1,266
Ashville,1441145,5761783,28801,35.60290505,-82.55923921,Private room,88,2,93,4/17/2016,2.84,1,342
Ashville,444540,2208876,28801,35.59114798,-82.55253315,Entire home/apt,88,3,40,4/4/2016,3.36,9,109
Ashville,8983489,167564,28801,35.59727602,-82.56434474,Entire home/apt,89,2,26,4/7/2016,4.31,1,137
Ashville,1578831,6618494,28801,35.60602628,-82.55361775,Entire home/apt,89,3,76,4/12/2016,2.37,2,159
Ashville,3649639,18450336,28801,35.60815229,-82.56361031,Entire home/apt,90,1,118,3/22/2016,5.57,1,246
Ashville,11143250,57914006,28801,35.59262547,-82.54360728,Private room,90,1,7,4/11/2016,3.04,1,349
Ashville,10496018,53452439,28801,35.60363856,-82.57520285,Private room,90,1,3,3/14/2016,1.5,4,361
Ashville,10496778,53452439,28801,35.60371634,-82.57521161,Private room,90,1,3,4/11/2016,2.81,4,365
Ashville,8531465,8035294,28801,35.6027481,-82.55935099,Entire home/apt,90,3,22,4/7/2016,3.32,2,147
Ashville,6503015,1884805,28801,35.60002162,-82.55780372,Private room,95,1,60,4/19/2016,5.59,1,322
Ashville,5917298,30728739,28801,35.60952035,-82.55373961,Private room,95,1,63,4/18/2016,5.01,1,343
Ashville,7319238,38343845,28801,35.60349418,-82.56651197,Private room,95,2,21,4/15/2016,2.74,1,10
Ashville,6072952,6473937,28801,35.61321605,-82.54878672,Private room,95,2,14,10/5/2015,1.26,1,295
Ashville,495111,12874214,28801,35.60313183,-82.55551556,Private room,95,2,89,4/19/2016,1.9,2,349
Ashville,6557001,32520900,28801,35.60108626,-82.55971499,Private room,97,2,19,1/18/2016,1.95,1,143
Ashville,2011367,10349105,28801,35.59986255,-82.54458649,Entire home/apt,99,2,62,4/11/2016,2.17,1,154
Ashville,6575162,11706210,28801,35.61301404,-82.55861958,Entire home/apt,99,2,29,3/21/2016,2.78,1,355
Ashville,2165569,1457357,28801,35.60582371,-82.54794587,Entire home/apt,99,7,123,4/11/2016,4.74,1,198
Ashville,8485640,16207642,28801,35.60951165,-82.55875903,Private room,100,1,5,12/29/2015,0.77,2,186
Ashville,5402001,28002273,28801,35.60329579,-82.5456937,Entire home/apt,100,1,27,4/14/2016,2.38,2,323
Ashville,6415234,19960302,28801,35.60197066,-82.55382334,Entire home/apt,100,2,5,12/1/2015,0.51,1,0
Ashville,8086380,39744603,28801,35.59125456,-82.54350911,Entire home/apt,100,2,5,12/28/2015,0.7,1,0
Ashville,3066648,15605872,28801,35.59144776,-82.56618511,Entire home/apt,100,3,68,4/15/2016,2.94,1,0
Ashville,9022608,34263964,28801,35.60642983,-82.55222278,Entire home/apt,105,1,27,4/15/2016,5.29,1,318
Ashville,3040444,12874214,28801,35.60276838,-82.55587339,Entire home/apt,105,2,107,4/18/2016,4.65,2,347
Ashville,4937608,6101703,28801,35.60512023,-82.56562429,Private room,109,1,41,3/26/2016,2.99,1,358
Ashville,7842477,9581447,28801,35.59828516,-82.56607712,Entire home/apt,109,2,19,4/17/2016,2.41,1,20
Ashville,12052034,3114042,28801,35.59865996,-82.56389295,Entire home/apt,110,1,1,4/11/2016,1,1,21
Ashville,1245011,2759944,28801,35.59916469,-82.57060352,Entire home/apt,110,2,33,3/8/2016,0.96,1,52
Ashville,880283,4470272,28801,35.60033281,-82.56542469,Entire home/apt,110,2,219,4/14/2016,5.77,2,159
Ashville,1212352,6618494,28801,35.59941874,-82.56189122,Entire home/apt,110,3,92,4/4/2016,2.77,2,49
Ashville,579405,940569,28801,35.60677387,-82.56625106,Entire home/apt,113,3,130,4/4/2016,2.86,6,224
Ashville,193830,940569,28801,35.60736453,-82.56678098,Entire home/apt,113,3,167,4/8/2016,2.97,6,225
Ashville,5683703,29468279,28801,35.59738325,-82.57057186,Entire home/apt,115,1,16,3/6/2016,1.23,2,36
Ashville,7947839,41909545,28801,35.60128557,-82.55559656,Entire home/apt,115,1,55,4/15/2016,7.43,1,282
Ashville,8364614,44086762,28801,35.58737558,-82.55137061,Entire home/apt,115,2,6,3/20/2016,0.88,1,259
Ashville,6528101,732792,28801,35.60773836,-82.54854156,Entire home/apt,115,2,14,4/17/2016,1.6,1,267
